Agrupacions censals (a 01-01-2024)
Institut d'Estadística de Catalunya
https://www.idescat.cat/codis/?id=50&n=81
Nivell;Codi;Nom;Tipus AC;Codi comarca;
Secció censal;01001; ;;;
Municipi;171122;Ogassa;;;
Secció censal;01001; ;;;
Municipi;171254;Pardines;;;
Secció censal;01001; ;;;
Municipi;171349;Planoles;;;
Secció censal;01001; ;;;
Municipi;170433;Queralbs;;;
Secció censal;01001; ;;;
Municipi;171450;Ribes de Freser;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;171674;Sant Joan de les Abadesses;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;171772;Sant Pau de Segúries;;;
Secció censal;01001; ;;;
Municipi;171925;Setcases;;;
Secció censal;01001; ;;;
Municipi;172018;Toses;;;
Secció censal;01001; ;;;
Municipi;171707;Vallfogona de Ripollès;;;
Secció censal;01001; ;;;
Municipi;172240;Vilallonga de Ter;;;
Secció censal;01001; ;;;
Agrupació censal;250729000;Cervera;20;32;
Municipi;250729;Cervera;;;
Secció censal;01001; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Secció censal;03001; ;;;
Agrupació censal;251109000;Guissona;20;32;
Municipi;251109;Guissona;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Agrupació censal;810326001;Segarra (sense Cervera i Guissona);32;32;
Municipi;250851;Estaràs;;;
Secció censal;01001; ;;;
Municipi;251039;Granyanella;;;
Secció censal;01001; ;;;
Municipi;251044;Granyena de Segarra;;;
Secció censal;01001; ;;;
Municipi;251142;Ivorra;;;
Secció censal;01001; ;;;
Municipi;251327;Massoteres;;;
Secció censal;01001; ;;;
Municipi;251410;Montoliu de Segarra;;;
Secció censal;01001; ;;;
Municipi;251431;Montornès de Segarra;;;
Secció censal;01001; ;;;
Municipi;251522;Oluges, les;;;
Secció censal;01001; ;;;
Municipi;259118;Plans de Sió, els;;;
Secció censal;01001; ;;;
Municipi;259059;Ribera d'Ondara;;;
Secció censal;01001; ;;;
Municipi;251919;Sanaüja;;;
Secció censal;01001; ;;;
Municipi;251924;Sant Guim de Freixenet;;;
Secció censal;01001; ;;;
Municipi;251977;Sant Guim de la Plana;;;
Secció censal;01001; ;;;
Municipi;251945;Sant Ramon;;;
Secció censal;01001; ;;;
Municipi;252167;Talavera;;;
Secció censal;01001; ;;;
Municipi;252192;Tarroja de Segarra;;;
Secció censal;01001; ;;;
Municipi;259078;Torrefeta i Florejacs;;;
Secció censal;01001; ;;;
Agrupació censal;251207001;Lleida 1 (Balàfia);10;33;
Municipi;251207;Lleida;;;
Secció censal;01004; ;;;
Secció censal;06006; ;;;
Secció censal;06007; ;;;
Secció censal;06009; ;;;
Secció censal;06014; ;;;
Secció censal;06017; ;;;
Agrupació censal;251207002;Lleida 2 (Bordeta - Magraners);10;33;
Municipi;251207;Lleida;;;
Secció censal;07001; ;;;
Secció censal;07002; ;;;
Secció censal;07003; ;;;
Secció censal;07004; ;;;
Secció censal;07005; ;;;
Secció censal;07006; ;;;
Secció censal;07007; ;;;
Agrupació censal;251207003;Lleida 3 (Camp d'Esports, Joc de la Bola, Xalets - Humbert Torres);10;33;
Municipi;251207;Lleida;;;
Secció censal;05006; ;;;
Secció censal;05008; ;;;
Secció censal;05009; ;;;
Secció censal;05011; ;;;
Secció censal;05012; ;;;
Secció censal;06004; ;;;
Secció censal;06005; ;;;
Secció censal;06011; ;;;
Secció censal;06013; ;;;
Agrupació censal;251207004;Lleida 4 (Cappont);10;33;
Municipi;251207;Lleida;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;02005; ;;;
Secció censal;02006; ;;;
Secció censal;02007; ;;;
Secció censal;02008; ;;;
Secció censal;02009; ;;;
Agrupació censal;251207005;Lleida 5 (Centre Històric, Rambla Ferran-Estació);10;33;
Municipi;251207;Lleida;;;
Secció censal;01001; ;;;
Secció censal;01012; ;;;
Secció censal;03001; ;;;
Secció censal;03003; ;;;
Secció censal;04001; ;;;
Secció censal;05002; ;;;
Secció censal;05007; ;;;
Secció censal;06001; ;;;
Agrupació censal;251207006;Lleida 6 (Instituts - Templers, Caparrella, Butsènit);10;33;
Municipi;251207;Lleida;;;
Secció censal;03004; ;;;
Secció censal;03005; ;;;
Secció censal;03006; ;;;
Secció censal;03007; ;;;
Secció censal;03008; ;;;
Secció censal;04016; ;;;
Secció censal;08001; ;;;
Agrupació censal;251207007;Lleida 7 (Llívia, Secà de Sant Pere);10;33;
Municipi;251207;Lleida;;;
Secció censal;01005; ;;;
Secció censal;01010; ;;;
Secció censal;09002; ;;;
Agrupació censal;251207008;Lleida 8 (Mariola);10;33;
Municipi;251207;Lleida;;;
Secció censal;04008; ;;;
Secció censal;04010; ;;;
Secció censal;04011; ;;;
Secció censal;04013; ;;;
Secció censal;04014; ;;;
Secció censal;04015; ;;;
Agrupació censal;251207009;Lleida 9 (Pardinyes);10;33;
Municipi;251207;Lleida;;;
Secció censal;01006; ;;;
Secció censal;01007; ;;;
Secció censal;01008; ;;;
Secció censal;01011; ;;;
Secció censal;01013; ;;;
Secció censal;01014; ;;;
Agrupació censal;251207010;Lleida 10 (Príncep de Viana - Clot);10;33;
Municipi;251207;Lleida;;;
Secció censal;01003; ;;;
Secció censal;01009; ;;;
Secció censal;06002; ;;;
Secció censal;06003; ;;;
Secció censal;06010; ;;;
Secció censal;06012; ;;;
Secció censal;06016; ;;;
Agrupació censal;251207011;Lleida 11 (Universitat);10;33;
Municipi;251207;Lleida;;;
Secció censal;04003; ;;;
Secció censal;04004; ;;;
Secció censal;04005; ;;;
Secció censal;04006; ;;;
Secció censal;04007; ;;;
Secció censal;04017; ;;;
Secció censal;05003; ;;;
Secció censal;05004; ;;;
Secció censal;05005; ;;;
Secció censal;05010; ;;;
Agrupació censal;251207012;Lleida 12 (Vila Montcada - Ciutat Jardí, Raimat, Sucs);10;33;
Municipi;251207;Lleida;;;
Secció censal;08002; ;;;
Secció censal;08003; ;;;
Secció censal;08004; ;;;
Secció censal;09001; ;;;
Agrupació censal;810332001;Segrià Nord (Almacelles);31;33;
Municipi;250138;Alfarràs;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;250169;Alguaire;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;250194;Almacelles;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Municipi;250215;Almenar;;;
Secció censal;01001; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Municipi;259123;Gimenells i el Pla de la Font;;;
Secció censal;01001; ;;;
Municipi;251749;Portella, la;;;
Secció censal;01001; ;;;
Agrupació censal;810332002;Segrià Nord-est (Alcoletge);31;33;
Municipi;250045;Alamús, els;;;
Secció censal;01001; ;;;
Municipi;250122;Alcoletge;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;250539;Benavent de Segrià;;;
Secció censal;01001; ;;;
Municipi;250788;Corbins;;;
Secció censal;01001; ;;;
Municipi;251898;Rosselló;;;
Secció censal;01001; ;;;
Municipi;252332;Torre-serona;;;
Secció censal;01001; ;;;
Municipi;252542;Vilanova de la Barca;;;
Secció censal;01001; ;;;
Municipi;252516;Vilanova de Segrià;;;
Secció censal;01001; ;;;
Agrupació censal;810332003;Segrià Centre-nord (Alpicat-Torrefarrera);31;33;
Municipi;250236;Alpicat;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;252287;Torrefarrera;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Agrupació censal;810332004;Segrià Centre-oest (Alcarràs);31;33;
Municipi;250117;Alcarràs;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Municipi;252120;Sunyer;;;
Secció censal;01001; ;;;
Municipi;252326;Torres de Segre;;;
Secció censal;01001; ;;;
Agrupació censal;810332005;Segrià Sud-oest (Aitona);31;33;
Municipi;250387;Aitona;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;250208;Almatret;;;
Secció censal;01001; ;;;
Municipi;251023;Granja d'Escarp, la;;;
Secció censal;01001; ;;;
Municipi;251333;Maials;;;
Secció censal;01001; ;;;
Municipi;251312;Massalcoreig;;;
Secció censal;01001; ;;;
Municipi;252043;Seròs;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;252108;Soses;;;
Secció censal;01001; ;;;
Agrupació censal;810332006;Segrià Sud-est (Albatàrrec);31;33;
Municipi;250077;Albatàrrec;;;
Secció censal;01001; ;;;
Municipi;250100;Alcanó;;;
Secció censal;01001; ;;;
Municipi;250143;Alfés;;;
Secció censal;01001; ;;;
Municipi;250334;Artesa de Lleida;;;
Secció censal;01001; ;;;
Municipi;250365;Aspa;;;
Secció censal;01001; ;;;
Municipi;251253;Llardecans;;;
Secció censal;01001; ;;;
Municipi;251425;Montoliu de Lleida;;;
Secció censal;01001; ;;;
Municipi;251826;Puigverd de Lleida;;;
Secció censal;01001; ;;;
Municipi;252000;Sarroca de Lleida;;;
Secció censal;01001; ;;;
Municipi;252115;Sudanell;;;
Secció censal;01001; ;;;
Municipi;252265;Torrebesses;;;
Secció censal;01001; ;;;
Agrupació censal;170237001;Blanes 1 (Litoral Sud);10;34;
Municipi;170237;Blanes;;;
Secció censal;01004; ;;;
Secció censal;01006; ;;;
Secció censal;02007; ;;;
Secció censal;02008; ;;;
Secció censal;02009; ;;;
Secció censal;02010; ;;;
Secció censal;02011; ;;;
Agrupació censal;170237002;Blanes 2 (Interior Central);10;34;
Municipi;170237;Blanes;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;02012; ;;;
Agrupació censal;170237003;Blanes 3 (Interior Nord i Oest);10;34;
Municipi;170237;Blanes;;;
Secció censal;02005; ;;;
Secció censal;03001; ;;;
Secció censal;03002; ;;;
Secció censal;03003; ;;;
Secció censal;03004; ;;;
Agrupació censal;170237004;Blanes 4 (Litoral Central i Nord);10;34;
Municipi;170237;Blanes;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01007; ;;;
Secció censal;02006; ;;;
Secció censal;02013; ;;;
Agrupació censal;170950001;Lloret de Mar 1 (Interior Nord i Oest);10;34;
Municipi;170950;Lloret de Mar;;;
Secció censal;03001; ;;;
Secció censal;03004; ;;;
Secció censal;04001; ;;;
Secció censal;04003; ;;;
Secció censal;04004; ;;;
Agrupació censal;170950002;Lloret de Mar 2 (Litoral Central i Oest);10;34;
Municipi;170950;Lloret de Mar;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Agrupació censal;170950003;Lloret de Mar 3 (Litoral Est i Interior Est);10;34;
Municipi;170950;Lloret de Mar;;;
Secció censal;02003; ;;;
Secció censal;03002; ;;;
Agrupació censal;170950004;Lloret de Mar 4 (Interior Central);10;34;
Municipi;170950;Lloret de Mar;;;
Secció censal;03003; ;;;
Secció censal;04002; ;;;
Agrupació censal;171805001;Santa Coloma de Farners 1 (Centre Urbà);10;34;
Municipi;171805;Santa Coloma de Farners;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Agrupació censal;171805002;Santa Coloma de Farners 2 (Eixamples Sud-est i Nord-oest, i Exterior);10;34;
Municipi;171805;Santa Coloma de Farners;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Agrupació censal;810347001;Selva Nord (Anglès);31;34;
Municipi;170078;Amer;;;
Secció censal;01001; ;;;
Municipi;170084;Anglès;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;170280;Brunyola i Sant Martí Sapresa;;;
Secció censal;01001; ;;;
Municipi;171899;Cellera de Ter, la;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;171169;Osor;;;
Secció censal;01001; ;;;
Municipi;179032;Sant Julià del Llor i Bonmatí;;;
Secció censal;01001; ;;;
Municipi;171946;Susqueda;;;
Secció censal;01001; ;;;
Agrupació censal;810347002;Selva Oest (Arbúcies - Sant Hilari Sacalm);31;34;
Municipi;170097;Arbúcies;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;02001; ;;;
Municipi;171642;Sant Hilari Sacalm;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Agrupació censal;810347003;Selva Sud-oest (Riells i Viabrea - Breda);31;34;
Municipi;170274;Breda;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;171463;Riells i Viabrea;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;171595;Sant Feliu de Buixalleu;;;
Secció censal;01001; ;;;
Agrupació censal;810347004;Selva Est (Caldes de Malavella);31;34;
Municipi;170335;Caldes de Malavella;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Municipi;171501;Riudellots de la Selva;;;
Secció censal;01001; ;;;
Municipi;172333;Vilobí d'Onyar;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Agrupació censal;810347005;Selva Sud-est (Vidreres);31;34;
Municipi;171485;Riudarenes;;;
Secció censal;01001; ;;;
Municipi;171931;Sils;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;172023;Tossa de Mar;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;172137;Vidreres;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Agrupació censal;810347006;Selva Sud (Maçanet de la Selva - Hostalric);31;34;
Municipi;080826;Fogars de la Selva;;;
Secció censal;01001; ;;;
Municipi;170834;Hostalric;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;171030;Maçanet de la Selva;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Municipi;171019;Massanes;;;
Secció censal;01001; ;;;
Agrupació censal;810350000;Solsonès;33;35;
Municipi;250557;Biosca;;;
Secció censal;01001; ;;;
Municipi;250642;Castellar de la Ribera;;;
Secció censal;01001; ;;;
Municipi;250753;Clariana de Cardener;;;
Secció censal;01001; ;;;
Municipi;251636;Coma i la Pedra, la;;;
Secció censal;01001; ;;;
Municipi;251116;Guixers;;;
Secció censal;01001; ;;;
Municipi;251240;Lladurs;;;
Secció censal;01001; ;;;
Municipi;251291;Llobera;;;
Secció censal;01001; ;;;
Municipi;251364;Molsosa, la;;;
Secció censal;01001; ;;;
Municipi;251462;Navès;;;
Secció censal;01001; ;;;
Municipi;251484;Odèn;;;
Secció censal;01001; ;;;
Municipi;251517;Olius;;;
Secció censal;01001; ;;;
Municipi;251667;Pinell de Solsonès;;;
Secció censal;01001; ;;;
Municipi;251673;Pinós;;;
Secció censal;01001; ;;;
Municipi;251863;Riner;;;
Secció censal;01001; ;;;
Municipi;251930;Sant Llorenç de Morunys;;;
Secció censal;01001; ;;;
Municipi;252075;Solsona;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Municipi;252234;Torà;;;
Secció censal;01001; ;;;
Agrupació censal;431482001;Tarragona 1 (Part Alta);10;36;
Municipi;431482;Tarragona;;;
Secció censal;01001; ;;;
Secció censal;02001; ;;;
Secció censal;03001; ;;;
Agrupació censal;431482002;Tarragona 2 (Eixample Tarragona);10;36;
Municipi;431482;Tarragona;;;
Secció censal;04001; ;;;
Secció censal;04002; ;;;
Secció censal;04003; ;;;
Secció censal;04004; ;;;
Secció censal;05001; ;;;
Secció censal;05002; ;;;
Secció censal;05003; ;;;
Secció censal;05004; ;;;
Secció censal;05005; ;;;
Secció censal;05006; ;;;
Secció censal;05008; ;;;
Agrupació censal;431482003;Tarragona 3 (Barris Marítims);10;36;
Municipi;431482;Tarragona;;;
Secció censal;05007; ;;;
Secció censal;06002; ;;;
Secció censal;06003; ;;;
Secció censal;06004; ;;;
Agrupació censal;431482004;Tarragona 4 (Nou Eixample Nord-est);10;36;
Municipi;431482;Tarragona;;;
Secció censal;04005; ;;;
Secció censal;04006; ;;;
Secció censal;04007; ;;;
Secció censal;04008; ;;;
Secció censal;04009; ;;;
Secció censal;04010; ;;;
Secció censal;04012; ;;;
Secció censal;04014; ;;;
Secció censal;04015; ;;;
Secció censal;04016; ;;;
Agrupació censal;431482005;Tarragona 5 (Nou Eixample Nord-oest);10;36;
Municipi;431482;Tarragona;;;
Secció censal;07001; ;;;
Secció censal;07002; ;;;
Secció censal;07008; ;;;
Secció censal;07014; ;;;
Secció censal;07017; ;;;
Agrupació censal;431482006;Tarragona 6 (Nou Eixample Sud);10;36;
Municipi;431482;Tarragona;;;
Secció censal;06001; ;;;
Secció censal;06008; ;;;
Secció censal;06009; ;;;
Secció censal;06010; ;;;
Secció censal;06011; ;;;
Secció censal;06012; ;;;
Secció censal;06013; ;;;
Secció censal;06016; ;;;
Agrupació censal;431482007;Tarragona 7 (Torreforta i Barris Adjacents);10;36;
Municipi;431482;Tarragona;;;
Secció censal;06005; ;;;
Secció censal;06006; ;;;
Secció censal;06015; ;;;
Secció censal;08001; ;;;
Secció censal;08002; ;;;
Secció censal;08003; ;;;
Secció censal;08004; ;;;
Secció censal;08005; ;;;
Secció censal;08006; ;;;
Secció censal;08007; ;;;
Secció censal;08011; ;;;
Secció censal;08014; ;;;
Agrupació censal;431482008;Tarragona 8 (Campclar);10;36;
Municipi;431482;Tarragona;;;
Secció censal;08008; ;;;
Secció censal;08009; ;;;
Secció censal;08010; ;;;
Secció censal;08012; ;;;
Secció censal;08013; ;;;
Agrupació censal;431482009;Tarragona 9 (Bonavista);10;36;
Municipi;431482;Tarragona;;;
Secció censal;09001; ;;;
Secció censal;09002; ;;;
Secció censal;09003; ;;;
Secció censal;09004; ;;;
Secció censal;09008; ;;;
Secció censal;09009; ;;;
Secció censal;09010; ;;;
Agrupació censal;431482010;Tarragona 10 (Sant Salvador);10;36;
Municipi;431482;Tarragona;;;
Secció censal;07005; ;;;
Secció censal;07006; ;;;
Secció censal;07012; ;;;
Secció censal;07021; ;;;
Agrupació censal;431482011;Tarragona 11 (Sant Pere i Sant Pau);10;36;
Municipi;431482;Tarragona;;;
Secció censal;07003; ;;;
Secció censal;07004; ;;;
Secció censal;07010; ;;;
Secció censal;07011; ;;;
Secció censal;07015; ;;;
Secció censal;07018; ;;;
Secció censal;07019; ;;;
Secció censal;07022; ;;;
Agrupació censal;431482012;Tarragona 12 (Urbanitzacions de Llevant);10;36;
Municipi;431482;Tarragona;;;
Secció censal;03002; ;;;
Secció censal;03003; ;;;
Secció censal;07007; ;;;
Secció censal;07013; ;;;
Secció censal;07016; ;;;
Secció censal;07020; ;;;
Secció censal;07023; ;;;
Agrupació censal;431536001;Torredembarra 1 (Interior i Litoral);10;36;
Municipi;431536;Torredembarra;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01008; ;;;
Agrupació censal;431536002;Torredembarra 2 (Centre);10;36;
Municipi;431536;Torredembarra;;;
Secció censal;01001; ;;;
Secció censal;01006; ;;;
Secció censal;01007; ;;;
Agrupació censal;431711001;Vila-seca 1 (Oest);10;36;
Municipi;431711;Vila-seca;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Secció censal;01007; ;;;
Secció censal;01008; ;;;
Secció censal;01009; ;;;
Secció censal;01012; ;;;
Secció censal;01013; ;;;
Agrupació censal;431711002;Vila-seca 2 (Est);10;36;
Municipi;431711;Vila-seca;;;
Secció censal;01001; ;;;
Secció censal;01010; ;;;
Secció censal;01011; ;;;
Agrupació censal;439057001;Salou 1 (Nucli Urbà Litoral);10;36;
Municipi;439057;Salou;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01006; ;;;
Agrupació censal;439057002;Salou 2 (Nucli Urbà Interior);10;36;
Municipi;439057;Salou;;;
Secció censal;01005; ;;;
Secció censal;01007; ;;;
Secció censal;01008; ;;;
Secció censal;01009; ;;;
Agrupació censal;439057003;Salou 3 (Exterior);10;36;
Municipi;439057;Salou;;;
Secció censal;01001; ;;;
Secció censal;01010; ;;;
Secció censal;01011; ;;;
Secció censal;01012; ;;;
Agrupació censal;810363001;Tarragonès Nord-est (Roda de Berà);31;36;
Municipi;430509;Creixell;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;430976;Nou de Gaià, la;;;
Secció censal;01001; ;;;
Municipi;431114;Pobla de Montornès, la;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;431310;Roda de Berà;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;431359;Salomó;;;
Secció censal;01001; ;;;
Municipi;431649;Vespella de Gaià;;;
Secció censal;01001; ;;;
Agrupació censal;810363002;Tarragonès Centre-est (Altafulla - el Catllar);31;36;
Municipi;430120;Altafulla;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;430430;Catllar, el;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;431227;Renau;;;
Secció censal;01001; ;;;
Municipi;431264;Riera de Gaià, la;;;
Secció censal;01001; ;;;
Agrupació censal;810363003;Tarragonès Centre-nord (els Pallaresos);31;36;
Municipi;431009;Pallaresos, els;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;431037;Perafort;;;
Secció censal;01001; ;;;
Municipi;431444;Secuita, la;;;
Secció censal;01001; ;;;
Agrupació censal;810363004;Tarragonès Nord-oest (la Pobla de Mafumet - el Morell);31;36;
Municipi;430957;Morell, el;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;431093;Pobla de Mafumet, la;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;431665;Vilallonga del Camp;;;
Secció censal;01001; ;;;
Agrupació censal;810363005;Tarragonès Centre-oest (Constantí - la Canonja);31;36;
Municipi;439076;Canonja, la;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Municipi;430477;Constantí;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;02001; ;;;
Agrupació censal;810379000;Terra Alta;33;37;
Municipi;430189;Arnes;;;
Secció censal;01001; ;;;
Municipi;430228;Batea;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;430326;Bot;;;
Secció censal;01001; ;;;
Municipi;430419;Caseres;;;
Secció censal;01001; ;;;
Municipi;430483;Corbera d'Ebre;;;
Secció censal;01001; ;;;
Municipi;430568;Fatarella, la;;;
Secció censal;01001; ;;;
Municipi;430640;Gandesa;;;
Secció censal;01001; ;;;
Secció censal;02001; ;;;
Municipi;430712;Horta de Sant Joan;;;
Secció censal;01001; ;;;
Municipi;431068;Pinell de Brai, el;;;
Secció censal;01001; ;;;
Municipi;431107;Pobla de Massaluca, la;;;
Secció censal;01001; ;;;
Municipi;431172;Prat de Comte;;;
Secció censal;01001; ;;;
Municipi;431750;Vilalba dels Arcs;;;
Secció censal;01001; ;;;
Agrupació censal;252173001;Tàrrega 1 (Oest);10;38;
Municipi;252173;Tàrrega;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;03003; ;;;
Secció censal;04001; ;;;
Secció censal;04002; ;;;
Agrupació censal;252173002;Tàrrega 2 (Est);10;38;
Municipi;252173;Tàrrega;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Secció censal;03001; ;;;
Secció censal;03002; ;;;
Agrupació censal;810385001;Urgell Nord (Agramunt);31;38;
Municipi;250030;Agramunt;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Municipi;250273;Anglesola;;;
Secció censal;01001; ;;;
Municipi;250707;Castellserà;;;
Secció censal;01001; ;;;
Municipi;250962;Fuliola, la;;;
Secció censal;01001; ;;;
Municipi;251575;Ossó de Sió;;;
Secció censal;01001; ;;;
Municipi;251811;Puigverd d'Agramunt;;;
Secció censal;01001; ;;;
Municipi;252252;Tornabous;;;
Secció censal;01001; ;;;
Agrupació censal;810385002;Urgell Sud (Bellpuig);31;38;
Municipi;250463;Belianes;;;
Secció censal;01001; ;;;
Municipi;250501;Bellpuig;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;250740;Ciutadilla;;;
Secció censal;01001; ;;;
Municipi;251095;Guimerà;;;
Secció censal;01001; ;;;
Municipi;251305;Maldà;;;
Secció censal;01001; ;;;
Municipi;251459;Nalec;;;
Secció censal;01001; ;;;
Municipi;251543;Omells de na Gaia, els;;;
Secció censal;01001; ;;;
Municipi;251765;Preixana;;;
Secció censal;01001; ;;;
Municipi;259025;Sant Martí de Riucorb;;;
Secció censal;01001; ;;;
Municipi;252385;Vallbona de les Monges;;;
Secció censal;01001; ;;;
Municipi;252424;Verdú;;;
Secció censal;01001; ;;;
Municipi;252445;Vilagrassa;;;
Secció censal;01001; ;;;
Agrupació censal;810398000;Aran;33;39;
Municipi;250313;Arres;;;
Secció censal;01001; ;;;
Municipi;250450;Bausen;;;
Secció censal;01001; ;;;
Municipi;250576;Bòrdes, Es;;;
Secció censal;01001; ;;;
Municipi;250595;Bossòst;;;
Secció censal;01001; ;;;
Municipi;250637;Canejan;;;
Secció censal;01001; ;;;
Municipi;251214;Les;;;
Secció censal;01001; ;;;
Municipi;250254;Naut Aran;;;
Secció censal;01001; ;;;
Municipi;252430;Vielha e Mijaran;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;252477;Vilamòs;;;
Secció censal;01001; ;;;
Agrupació censal;080517001;Castellar del Vallès 1 (Nucli Urbà Est i Exterior);10;40;
Municipi;080517;Castellar del Vallès;;;
Secció censal;01002; ;;;
Secció censal;01006; ;;;
Secció censal;01008; ;;;
Secció censal;01011; ;;;
Secció censal;01012; ;;;
Secció censal;01014; ;;;
Agrupació censal;080517002;Castellar del Vallès 2 (Nucli Urbà Nord i Oest);10;40;
Municipi;080517;Castellar del Vallès;;;
Secció censal;01001; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01007; ;;;
Agrupació censal;080517003;Castellar del Vallès 3 (Nucli Urbà Sud);10;40;
Municipi;080517;Castellar del Vallès;;;
Secció censal;01005; ;;;
Secció censal;01009; ;;;
Secció censal;01010; ;;;
Secció censal;01013; ;;;
Agrupació censal;080543001;Castellbisbal 1 (Sud);10;40;
Municipi;080543;Castellbisbal;;;
Secció censal;01001; ;;;
Secció censal;01004; ;;;
Agrupació censal;080543002;Castellbisbal 2 (Nord);10;40;
Municipi;080543;Castellbisbal;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Agrupació censal;081252001;Montcada i Reixac 1 (Montcada Centre);10;40;
Municipi;081252;Montcada i Reixac;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01005; ;;;
Secció censal;02003; ;;;
